post_id,comment_id,comment_text,polarity,comment_train
A1,10624,always our khy!,neutral,always khy !
A1,10625,looks like a hostel I lived in.,positive,look like hostel live in
A1,10632,😍  🖖  😘,strongly positive,😍 🖖 😘
A1,10640,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥,strongly positive,🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥
A1,10642,and your pfp picture is reflection of your real face,neutral,pfp picture reflection real face
A1,10645,I always wonder why ppl like you be hating on her and still gain her engagement by commenting every hers photo,strongly positive,always wonder ppl like hat still gain engagement comment every photo
A1,10649,so a photographer just follows you around 24/7? so boring.,negative,photographer follow around boring
A1,10650,FIRST COMMENT,neutral,FIRST COMMENT
A1,10654,💞  💚  👛  💫  👛  🌟  👛  💙  🧡,strongly positive,💞 💚 👛 💫 👛 🌟 👛 💙 🧡
A1,10668,🛥 ️,neutral,🛥 ️
A1,10670,❤ ️ ❤ ️🇫🇷🇫🇷,strongly positive,❤ ️ ❤ ️🇫🇷🇫🇷
A1,10672,im gonna comment this on your next post,neutral,gonna comment next post
A1,10674,stunning  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,stun ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10675,😍  😍  🔥  😍  🔥  😍  🔥  😍  🔥  😍  🔥  😍,strongly positive,😍 😍 🔥 😍 🔥 😍 🔥 😍 🔥 😍 🔥 😍
A1,10676,🔥  🔥  😍  🔥  😍  🔥  😍  🔥  🔥,strongly positive,🔥 🔥 😍 🔥 😍 🔥 😍 🔥 🔥
A1,10677,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10678,🔥  😍  🔥  🔥  😍  🔥  😍  🔥  🔥  😍  😍  🔥  🔥  🔥  😍,strongly positive,🔥 😍 🔥 🔥 😍 🔥 😍 🔥 🔥 😍 😍 🔥 🔥 🔥 😍
A1,10679,🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥  🔥,strongly positive,🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥 🔥
A1,10680,coked out kylie,neutral,coked kylie
A1,10682,🍒  🍒  🍒  🍒  🍒  🍒,neutral,🍒 🍒 🍒 🍒 🍒 🍒
A1,10708,🖤,strongly positive,🖤
A1,10713,I love you kylie  😍  😍  😍  😍  😍  😍,strongly positive,love kylie 😍 😍 😍 😍 😍 😍
A1,10716,gorgeous  😍,strongly positive,gorgeous 😍
A1,10717,my girl  ❤ ️,strongly positive,girl ❤ ️
A1,10722,lbfirst,neutral,lbfirst
A1,10723,my eyes is in the dirty cracked wall straight away,negative,eye dirty crack wall straight away
A1,10725,more red coat action - this time with tights!!,neutral,red coat action - time tights ! !
A1,10726,sexy queen beautiful,strongly positive,sexy queen beautiful
A1,10727,is she in a crack house  😂  💀  cuz I wouldn’t even lean on a wall that mf dirty  😭,strongly negative,crack house 😂 💀 cuz wouldnt even lean wall mf dirty 😭
A1,10731,🔥  🔥  🔥  🔥  😍  😍,strongly positive,🔥 🔥 🔥 🔥 😍 😍
A1,10733,🤣,positive,🤣
A1,10735,FIRST  🔥,positive,FIRST 🔥
A1,10737,I swear you remind me of my talulah   that’s a compliment  ❤ ️,strongly positive,swear remind talulah thats compliment ❤ ️
A1,10738,okkkaayy gorgeous  😍  😍  🙌,strongly positive,okkkaayy gorgeous 😍 😍 🙌
A1,10742,🔥   ❤ ️ 💚  💛,strongly positive,🔥 ❤ ️ 💚 💛
A1,10743,omg ❤ ️,strongly positive,omg ❤ ️
A1,10746,nights blessed,strongly positive,night bless
A1,10749,❤ ️ 😍,strongly positive,❤ ️ 😍
A1,10752,nowww kylie. those shoes girl,neutral,nowww kylie shoe girl
A1,10753,she is the moment!,neutral,moment !
A1,10758,babe  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,babe ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10759,🔥  ❤ ️ 🔥,strongly positive,🔥 ❤ ️ 🔥
A1,10761,we love kylieee,strongly positive,love kylieee
A1,10772,gorgeous 😍  😍  😍  😍  😍  😍  😍  😍  😍  😍  😍,strongly positive,gorgeous 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍
A1,10773,queen 💖  💖  💖  💖  💖  💖  💖  💖  💖  💖  💖,strongly positive,queen 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖 💖
A1,10776,kendall gives model all the other sisters wanna be like her,positive,kendall give model sister wanna like
A1,10780,very beautiful and looking gorgeous dear friend  🌹  🌹,strongly positive,beautiful look gorgeous dear friend 🌹 🌹
A1,10786,😻  😻  😻,strongly positive,😻 😻 😻
A1,10787,ifirsttt,neutral,ifirsttt
A1,10788,the prettiest ever,strongly positive,prettiest ever
A1,10793,looks like you’ve sold your soul now :(((,positive,look like youve sell soul
A1,10794,🔥  🔥  🔥  🥵  🖤  🖤  🥵  🔥  🔥  🔥,strongly positive,🔥 🔥 🔥 🥵 🖤 🖤 🥵 🔥 🔥 🔥
A1,10795,girl please stop looking down! get another pose where we can see your face naturally. ishhhh ain’t cute!!! 🙄,strongly positive,girl please stop look down ! get another pose see face naturally ishhhh aint cute ! ! ! 🙄
A1,10797,♥ ︎ ♥ ︎ ♥ ︎🇧🇷,strongly positive,♥ ︎ ♥ ︎ ♥ ︎🇧🇷
A1,10802,so pretty ✨ ️.,strongly positive,pretty ✨ ️
A1,10803,I love you babe  ❤ ️,strongly positive,love babe ❤ ️
A1,10810,my love,strongly positive,love
A1,10811,I would treasure her. 🙏  ❤ ️,strongly positive,would treasure her 🙏 ❤ ️
A1,10812,queen ❤ ️,strongly positive,queen ❤ ️
A1,10816,💌  💧,strongly positive,💌 💧
A1,10818,you wash it with red color 🔥 loveeee 😍,strongly positive,wash red color 🔥 loveeee 😍
A1,10820,first  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,first ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10821,so pretty  😍,strongly positive,pretty 😍
A1,10822,🫶  🏻,neutral,🫶 🏻
A1,10825,you should do this look 😍,positive,look 😍
A1,10826,are you knocking on my door?,neutral,knock door
A1,10829,❤ ️ ❤ ️‍ 🔥  🔥  ❤ ️ ❤ ️‍ 🔥  🔥  🤗  💯,strongly positive,❤ ️ ❤ ️‍ 🔥 🔥 ❤ ️ ❤ ️‍ 🔥 🔥 🤗 💯
A1,10831,i love u honey  ❤ ️‍ 🔥,strongly positive,love honey ❤ ️‍ 🔥
A1,10834,I literally know you and I would be best friends,strongly positive,literally know would best friend
A1,10835,👊  🏿  🙏  🏿  😍  🔥  🔥,strongly positive,👊 🏿 🙏 🏿 😍 🔥 🔥
A1,10837,❤ ️ ❤ ️ 🔥  🔥,strongly positive,❤ ️ ❤ ️ 🔥 🔥
A1,10838,what? she looks like she’s been 22 for the past 4 years and still does,positive,what look like shes past year still
A1,10840,so beautiful kylie  🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful kylie 🔥 ❤ ️ ❤ ️ ❤ ️
A1,10841,❤ ️ the queen  ❤ ️,strongly positive,❤ ️ queen ❤ ️
A1,10842,so hot nights  🧿  🌹  ♥ ️ ♥ ️ ♥ ️ ❣ ️ 😍,strongly positive,hot night 🧿 🌹 ♥ ️ ♥ ️ ♥ ️ ❣ ️ 😍
A1,10843,🤤,neutral,🤤
A1,10844,who’s behind the smile?!?  ❤ ️,strongly positive,who behind smile ! ❤ ️
A1,10845,love u  ❤ ️,strongly positive,love ❤ ️
A1,10849,it’s giving elmo  ❤ ️,strongly positive,it give elmo ❤ ️
A1,10851,I want this coat  😍,strongly positive,want coat 😍
A1,10854,FIRST  🙌,neutral,FIRST 🙌
A1,10855,💰  💰  💰  💰  💰  💰  💰  💰  💰,neutral,💰 💰 💰 💰 💰 💰 💰 💰 💰
A1,10856,finest on the gram  😍  😍  😍  😍,strongly positive,fine gram 😍 😍 😍 😍
A1,10858,besides her gorgeous self that’s the first I noticed was the wall & baseboards dirty cracked & just overall icky,positive,besides gorgeous self thats first notice wall baseboard dirty crack overall icky
A1,10859,👃  🏻,neutral,👃 🏻
A1,10860,"omg!! what is wrong with kylie??? if that is suppose to be pose, shes definitely needs modeling lessons 🤦 ‍ ♀ ️ scary.",strongly negative,omg ! ! wrong kylie suppose pose shes definitely need model lesson 🤦 ‍ ♀ ️ scary
A1,10865,beware the lady in red  ❤ ️,strongly positive,beware lady red ❤ ️
A1,10868,🙂,positive,🙂
A1,10876,so pretty what,strongly positive,pretty
A1,10878,this is how I used to dress my sims,neutral,use dress sims
A1,10879,okkkkkk stunning,positive,okkkkkk stun
A1,10880,"absolutely sexy, gorgeous and sensual, baby kylie jenner 💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋  💋",strongly positive,absolutely sexy gorgeous sensual baby kylie jenner 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋 💋
A1,10882,❤ ️ 💃  ❤ ️,strongly positive,❤ ️ 💃 ❤ ️
A1,10883,princess  ❤ ️ 🔥,strongly positive,princess ❤ ️ 🔥
A1,10884,gorgeous  😍  😍,strongly positive,gorgeous 😍 😍
A1,10885,why are you copying my wife???,neutral,copying wife
A1,10886,❤ ️ ❤ ️‍ 🔥  ❤ ️,strongly positive,❤ ️ ❤ ️‍ 🔥 ❤ ️
A1,10887,igualita a betty boop 😂  😂  😍  😍  😍  😍  😍,strongly positive,igualita betty boop 😂 😂 😍 😍 😍 😍 😍
A1,10890,en el vid  😂  😂  😂  😂  🤍  😶 ‍ 🌫 ️ 🤍  😶 ‍ 🌫 ️ 🤗  🤗  🤗  💘  💞  💘  💞  💝  💝  💝  🥰  🥰  🥰  💘  💞  💘  💞  😘  😘  😘  😘  😘  😘  😘  😘  😘  😘  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🏝 🇵🇷,strongly positive,en el vid 😂 😂 😂 😂 🤍 😶 ‍ 🌫 ️ 🤍 😶 ‍ 🌫 ️ 🤗 🤗 🤗 💘 💞 💘 💞 💝 💝 💝 🥰 🥰 🥰 💘 💞 💘 💞 😘 😘 😘 😘 😘 😘 😘 😘 😘 😘 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🏝 🇵🇷
A1,10893,"I love you my love... hell, I wrote to you,,,",strongly positive,love love hell write you
A1,10895,beautiful kylie!,strongly positive,beautiful kylie !
A1,10900,🌹,neutral,🌹
A1,10902,👏  👏  👏,strongly positive,👏 👏 👏
A1,10905,hotness overloaded  🔥  🔥  🔥  ❤ ️ ❤ ️,strongly positive,hotness overload 🔥 🔥 🔥 ❤ ️ ❤ ️
A1,10907,lovely in red  🥰,strongly positive,lovely red 🥰
A1,10909,😍  😍  😍  😍  😍  😍  😍  😍  😍,strongly positive,😍 😍 😍 😍 😍 😍 😍 😍 😍
A1,10913,stunning,positive,stun
A1,10914,gorgeous girl  ❤ ️ 😍,strongly positive,gorgeous girl ❤ ️ 😍
A1,10917,💪  🏻  💪  🏻,neutral,💪 🏻 💪 🏻
A1,10922,you have been hurting the game in that red  ♥ ️ I like it,strongly positive,hurt game red ♥ ️ like
A1,10925,congratulation kylie.!,strongly positive,congratulation kylie !
A1,10930,👏  👏  👏  🔥  🔥  ❤ ️ ❤ ️,strongly positive,👏 👏 👏 🔥 🔥 ❤ ️ ❤ ️
A1,10934,gorgeous,strongly positive,gorgeous
A1,10937,🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️,strongly positive,🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️
A1,10939,coat of my dreams  😍,strongly positive,coat dream 😍
A1,10942,art ©,neutral,art ©
A1,10944,❤ ️ ❤ ️ ❤ ️ so cute baby  💞,strongly positive,❤ ️ ❤ ️ ❤ ️ cute baby 💞
A1,10945,take me too the heavens and back  ❤ ️,strongly positive,take heaven back ❤ ️
A1,10947,the real sweet angel is you  🥹  💞,strongly positive,real sweet angel 🥹 💞
A1,10949,💥  🪐  🌶  🌟  ✨ 🇧🇷⚘,positive,💥 🪐 🌶 🌟 ✨ 🇧🇷⚘
A1,10950,👎  🏿  👉  🏿  👱  🏻 ‍ ♀ ️ 💩  🤮  😈  📷,strongly negative,👎 🏿 👉 🏿 👱 🏻 ‍ ♀ ️ 💩 🤮 😈 📷
A1,10951,❤ ️‍ 🔥  ❤ ️‍ 🔥  ❤ ️‍ 🔥  ❤ ️‍ 🔥  🤩  💐  😍  🌹  😘,strongly positive,❤ ️‍ 🔥 ❤ ️‍ 🔥 ❤ ️‍ 🔥 ❤ ️‍ 🔥 🤩 💐 😍 🌹 😘
A1,10953,first  ❤ ️  ❤ ️  ❤ ️  ❤ ️  ❤ ️  ❤ ️,strongly positive,first ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10954,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
A1,10955,lord your face,neutral,lord face
A1,10961,kylie kicked you out and made you stumble to da CAR!!!!!,neutral,kylie kick make stumble da CAR ! ! ! ! !
A1,10962,very sexy & beautiful! I love the coat!,strongly positive,sexy beautiful ! love coat !
A1,10963,🎒  I found your backpack  🙂,positive,🎒 found backpack 🙂
A1,10964,❣,strongly positive,❣
A1,10967,cute smile  👏  ❤ ️pretty  ❤ ️ 👏,strongly positive,cute smile 👏 ❤ ️pretty ❤ ️ 👏
A1,10968,looking like a ketchup stain on the wall  🚨,positive,look like ketchup stain wall 🚨
A1,10972,and what was underneath?,neutral,underneath
A1,10973,❤ ️ 💋,strongly positive,❤ ️ 💋
A1,10974,beautiful .. miss  👁  ✨ ️ 😘 .gold red .,strongly positive,beautiful miss 👁 ✨ ️ 😘 gold red
A1,10976,slaying these h 🔥 es!!  😍,strongly positive,slay h 🔥 e ! ! 😍
A1,10977,2 day in red what à new  🔥  🔥  😍  ❤ ️,strongly positive,day red à new 🔥 🔥 😍 ❤ ️
A1,10979,why not,neutral,
A1,10980,gorgeous!,strongly positive,gorgeous !
A1,10982,roubou teu look do fantástico,neutral,roubou teu look fantástico
A1,10984,😮,neutral,😮
A1,10985,😍  😍  ☄ ️ ❤ ️‍ 🔥  😁  😃  ⭐ ️ 🧨  🔥  🔥  🔥,strongly positive,😍 😍 ☄ ️ ❤ ️‍ 🔥 😁 😃 ⭐ ️ 🧨 🔥 🔥 🔥
A1,10987,gorgeous queen,strongly positive,gorgeous queen
A1,10988,👑,strongly positive,👑
A1,10989,beautiful  🔥  🔥  love this outfit  😍,strongly positive,beautiful 🔥 🔥 love outfit 😍
A1,10991,definitely the spot for covert freaking  😏  😛  😘  🤫,positive,definitely spot covert freak 😏 😛 😘 🤫
A1,10994,love you down kylesss 😍,strongly positive,love kylesss 😍
A1,10995,what abandoned building she bust in to,negative,abandon building bust
A1,10996,thand lag jani aa sweater pa la hor,negative,thand lag jani aa sweater pa la hor
A1,10997,gorgeous  😍  😍  😍,strongly positive,gorgeous 😍 😍 😍
A1,10998,🔥  ❤ ️ 😍,strongly positive,🔥 ❤ ️ 😍
A1,10999,duckbill shoes thaz different. lucky she can pull off anything,positive,duckbill shoe thaz different lucky pull anything
A1,11002,my beautiful heart ❤ ️,strongly positive,beautiful heart ❤ ️
A1,11003,oh baby I love jacquemus!!!!! oh baby I am in love with all of your beautiful and breathtaking photos and videos wearing jacquemus!!!! simply stunning!!! oh baby you are always so beautiful and perfect and I love you so much!!!! 😍  😍  🥰  🥰  🧡  🧡  🧡  🧡  🔥  🔥  🔥  ❤ ️ ❤ ️ ❤ ️ 🔥  🔥  🔥  🧡  🧡  🧡  🧡  🌞  💛  💛  🌊  🌊  🌹  🌹  💄  💄  💐  💐  🌷  🌷  🌼  🌼,strongly positive,oh baby love jacquemus ! ! ! ! ! oh baby love beautiful breathtaking photo video wear jacquemus ! ! ! ! simply stun ! ! ! oh baby always beautiful perfect love much ! ! ! ! 😍 😍 🥰 🥰 🧡 🧡 🧡 🧡 🔥 🔥 🔥 ❤ ️ ❤ ️ ❤ ️ 🔥 🔥 🔥 🧡 🧡 🧡 🧡 🌞 💛 💛 🌊 🌊 🌹 🌹 💄 💄 💐 💐 🌷 🌷 🌼 🌼
A1,11004,everythinggggggg,neutral,everythinggggggg
A1,11008,this is giving everything,positive,give everything
A1,11013,🚶 ‍ ♀ ️ 🫠  🩷  ❤ ️ 💃,strongly positive,🚶 ‍ ♀ ️ 🫠 🩷 ❤ ️ 💃
A1,11014,isn’t that the point of a post ?  😂,positive,isnt point post 😂
A1,11015,god is with you! there are great things to look forward to in life!  ❤ ️! sending you love!,strongly positive,god you ! great thing look forward life ! ❤ ️ ! send love !
A1,11020,you are the coolest  🪭,positive,coolest 🪭
A1,11021,🦞  💌  ❤ ️,strongly positive,🦞 💌 ❤ ️
A1,11022,gorgeous head to toe in red  ❤ ️,strongly positive,gorgeous head toe red ❤ ️
A1,11024,🙌  🔥  🙌,positive,🙌 🔥 🙌
A1,11026,it’s ariel!,neutral,it ariel !
A1,11027,😍  😍  😍  😍  😍  😍,strongly positive,😍 😍 😍 😍 😍 😍
A1,11029,she literally ate this up,neutral,literally ate
A1,11031,👽,neutral,👽
A1,11032,you are so hot in your pictures,positive,hot picture
A1,11033,🪭  🪭  🪭,neutral,🪭 🪭 🪭
A1,11034,👏  👏  😍  😍  😍,strongly positive,👏 👏 😍 😍 😍
A1,11036,omg the coat is stunnnniiiinnngggg  😍  😍  😍,strongly positive,omg coat stunnnniiiinnngggg 😍 😍 😍
A1,11038,😘  😘,strongly positive,😘 😘
A1,11039,❤  ❤,strongly positive,❤ ❤
A1,11042,montana X ft djeago4️⃣4️⃣4️⃣ ❤ ️ 😎 🇨🇦 💀  👁 ️ 🕷 ️djeago XO CAPALOT records check me out on my youtube channel at montana X universe,positive,montana X ft djeago️⃣️⃣️⃣ ❤ ️ 😎 🇨🇦 💀 👁 ️ 🕷 ️djeago XO CAPALOT record check youtube channel montana X universe
A1,11043,gorgeous!!!,strongly positive,gorgeous ! ! !
A1,11044,beautiful ANGLES ANGEL 🔥  ❤ ️ 🔥,strongly positive,beautiful ANGLE ANGEL 🔥 ❤ ️ 🔥
A1,11046,so basically,neutral,basically
A1,11048,so so pretty  ❤ ️,strongly positive,pretty ❤ ️
A1,11049,🍒,neutral,🍒
A1,11056,"girl, the shoes though?  😮  😬",negative,girl shoe though 😮 😬
A1,11059,beautiful  ❤ ️ 😍,strongly positive,beautiful ❤ ️ 😍
A1,11060,A LOOK!,neutral,LOOK !
A1,11061,showing himself to be real  ✨  ✨  ✨  ✨  ✨  ✨  ✨  ✨  ✨,strongly positive,show real ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨ ✨
